0,-0.1195,-0.11048,0.11111,-0.04167,-0.06916,0.12453,0.03759,0.04423,0.17241,-0.00383,0.1453,0.07617
-0.1195,0,0.02884,0.15689,-0.06112,0.05245,0.19076,0.09203,0.18375,0.12689,0.14922,0.14889,0.08777
-0.11048,0.02884,0,0.11702,0.09719,0.05546,0.1889,0.08006,0.17215,0.15239,0.11502,0.15293,0.14816
0.11111,0.15689,0.11702,0,0.27069,0.13096,0.3234,0.09338,0.13428,0.11429,0.06985,0.01668,0.1
-0.04167,-0.06112,0.09719,0.27069,0,0.15987,0.08056,0.04811,0.10515,0.13551,0.12352,0.1637,0.02996
-0.06916,0.05245,0.05546,0.13096,0.15987,0,0.29186,0.11885,0.18194,0.16361,0.1187,0.14916,0.14306
0.12453,0.19076,0.1889,0.3234,0.08056,0.29186,0,0.00806,0.14195,0.22,0.15433,0.27288,0.06667
0.03759,0.09203,0.08006,0.09338,0.04811,0.11885,0.00806,0,0.13731,0.03602,0.11298,0.05827,-0.03686
0.04423,0.18375,0.17215,0.13428,0.10515,0.18194,0.14195,0.13731,0,0.14472,-0.02193,0.21251,0.10995
0.17241,0.12689,0.15239,0.11429,0.13551,0.16361,0.22,0.03602,0.14472,0,0.16221,-0.02547,-0.06957
-0.00383,0.14922,0.11502,0.06985,0.12352,0.1187,0.15433,0.11298,-0.02193,0.16221,0,0.18081,0.10323
0.1453,0.14889,0.15293,0.01668,0.1637,0.14916,0.27288,0.05827,0.21251,-0.02547,0.18081,0,-0.04197
0.07617,0.08777,0.14816,0.1,0.02996,0.14306,0.06667,-0.03686,0.10995,-0.06957,0.10323,-0.04197,0
